in,out
4784,1
2576,1
5696,1
2336,1
1920,1
2608,1
5920,1
2928,1
5440,1
2976,1
432,1
2416,1
2512,1
2496,1
400,1
5200,1
816,1
5648,1
5376,1
5680,1
7120,1
6064,1
5200,1
7712,1
832,1
6128,1
800,1
2224,1
7360,1
7712,1
1296,1
528,1
944,1
6336,1
7776,1
128,1
5648,1
2528,1
2736,1
3936,1
4096,1
6096,1
6576,1
7840,1
3776,1
4432,1
880,1
5216,1
4240,1
4720,1
4688,1
7216,1
5696,1
4928,1
1856,1
6976,1
7456,1
4592,1
2624,1
2656,1
7264,1
7504,1
240,1
4832,1
5616,1
4976,1
6864,1
2400,1
4800,1
656,1
5184,1
2896,1
432,1
7424,1
6400,1
7424,1
3536,1
4640,1
3744,1
2896,1
3040,1
6256,1
5952,1
1008,1
5792,1
4848,1
5600,1
1952,1
4416,1
4880,1
7136,1
3840,1
7568,1
1648,1
3488,1
448,1
1120,1
4432,1
6784,1
6032,1
992,1
2624,1
1424,1
3728,1
1568,1
7056,1
8048,1
2288,1
1984,1
4016,1
1952,1
8064,1
6304,1
4512,1
2832,1
7840,1
5552,1
2848,1
7744,1
4976,1
7776,1
16,1
3536,1
128,1
6768,1
704,1
1168,1
5568,1
