in,out
2848,1
3472,1
7888,1
5808,1
3296,1
7952,1
5472,1
1408,1
7344,1
976,1
6544,1
1520,1
5344,1
2880,1
5216,1
5328,1
1568,1
2368,1
608,1
352,1
2128,1
544,1
2032,1
7360,1
2560,1
5936,1
3168,1
400,1
4560,1
5680,1
4448,1
7088,1
6256,1
4160,1
4016,1
4480,1
112,1
2768,1
5728,1
6096,1
7776,1
3600,1
3344,1
3152,1
6448,1
6144,1
4128,1
3456,1
1840,1
2512,1
7456,1
7296,1
7472,1
2704,1
960,1
7120,1
4576,1
6336,1
5808,1
6512,1
5328,1
6960,1
5168,1
3824,1
3856,1
8000,1
2432,1
144,1
1744,1
7296,1
2336,1
1424,1
6512,1
2992,1
5200,1
5536,1
7568,1
7488,1
1488,1
2256,1
6768,1
4384,1
6560,1
5024,1
5248,1
8080,1
736,1
7408,1
1472,1
5568,1
1152,1
6272,1
928,1
912,1
5968,1
8096,1
6032,1
5824,1
4432,1
2992,1
2752,1
3296,1
8064,1
3488,1
7600,1
7344,1
3360,1
4368,1
2704,1
5696,1
4000,1
5024,1
1728,1
6240,1
7568,1
7024,1
1488,1
5824,1
3536,1
2608,1
272,1
6688,1
7200,1
2784,1
6624,1
6608,1
6912,1
7392,1
