in,out
7008,1
1200,1
6032,1
1600,1
3904,1
4016,1
5168,1
5424,1
8000,1
7472,1
3984,1
2640,1
5552,1
3152,1
3824,1
1248,1
7120,1
5392,1
3424,1
5456,1
6176,1
3968,1
3904,1
4176,1
3232,1
7632,1
496,1
5456,1
2512,1
976,1
7552,1
5024,1
2944,1
3200,1
7296,1
2016,1
1696,1
6352,1
5296,1
1632,1
1312,1
160,1
6272,1
5968,1
1520,1
7680,1
1296,1
5264,1
4112,1
656,1
4960,1
5776,1
4640,1
8048,1
1232,1
2736,1
3632,1
368,1
1984,1
1712,1
2656,1
5248,1
7664,1
4608,1
752,1
6736,1
6432,1
7808,1
1104,1
832,1
4256,1
2032,1
6368,1
4272,1
192,1
3632,1
224,1
3600,1
1120,1
6928,1
7568,1
3232,1
1904,1
2528,1
832,1
2528,1
1472,1
7568,1
3008,1
2544,1
512,1
1136,1
48,1
2208,1
2496,1
4576,1
3376,1
3760,1
3792,1
5952,1
3968,1
6992,1
6128,1
6288,1
2144,1
3584,1
5168,1
1440,1
5040,1
1424,1
1072,1
5584,1
6384,1
7536,1
5072,1
6560,1
7856,1
6640,1
400,1
4368,1
3632,1
5088,1
5504,1
6192,1
2400,1
4352,1
7520,1
2352,1
