in,out
6640,1
5152,1
3168,1
8160,1
32,1
6432,1
3328,1
8112,1
6816,1
2080,1
2944,1
6624,1
6432,1
8064,1
5408,1
6208,1
4928,1
4448,1
7200,1
5008,1
3808,1
7568,1
3712,1
1072,1
6592,1
6896,1
5936,1
6928,1
336,1
5552,1
4896,1
4880,1
6672,1
2208,1
6176,1
1840,1
7936,1
6208,1
6208,1
1600,1
3376,1
3248,1
2736,1
1136,1
4544,1
6192,1
1136,1
1984,1
320,1
1952,1
7536,1
7392,1
7392,1
7840,1
3040,1
1840,1
5904,1
640,1
1536,1
6528,1
832,1
5104,1
1936,1
2768,1
688,1
4640,1
544,1
5504,1
1152,1
1152,1
4144,1
5440,1
3520,1
128,1
1552,1
6784,1
1728,1
2368,1
4896,1
2880,1
1120,1
5312,1
2256,1
2496,1
5808,1
288,1
5264,1
2192,1
3152,1
7760,1
5680,1
6864,1
2464,1
1152,1
1920,1
6576,1
3472,1
1216,1
352,1
3680,1
5920,1
3232,1
6032,1
8144,1
4816,1
5632,1
4928,1
6416,1
288,1
7904,1
1968,1
7248,1
4720,1
7120,1
5168,1
8016,1
1360,1
8016,1
6320,1
6368,1
1968,1
5984,1
1904,1
6368,1
2080,1
1760,1
4832,1
4896,1
