in,out
8080,1
6976,1
2240,1
1024,1
3232,1
5456,1
2656,1
6976,1
7584,1
4944,1
7152,1
4064,1
1456,1
2256,1
7072,1
704,1
5040,1
3888,1
5968,1
1056,1
8048,1
5760,1
4608,1
2592,1
8096,1
6352,1
7312,1
2816,1
6688,1
5744,1
2528,1
3040,1
6976,1
7376,1
6480,1
5392,1
1744,1
7104,1
7776,1
144,1
2128,1
6432,1
8032,1
7120,1
1392,1
2464,1
5312,1
8080,1
528,1
7936,1
5616,1
6784,1
1872,1
4000,1
1584,1
1952,1
2624,1
2320,1
6688,1
5712,1
6064,1
6080,1
3696,1
512,1
6224,1
4080,1
2176,1
6528,1
3296,1
2640,1
5088,1
7344,1
2080,1
2016,1
4368,1
6768,1
1024,1
2320,1
5344,1
944,1
1024,1
1504,1
5744,1
2448,1
2320,1
4864,1
1696,1
4160,1
6272,1
3264,1
4144,1
6336,1
2944,1
1872,1
6928,1
6176,1
912,1
1648,1
5184,1
7680,1
112,1
2528,1
6256,1
1056,1
2016,1
2720,1
4000,1
2848,1
7216,1
448,1
6032,1
4656,1
2368,1
7200,1
688,1
384,1
7696,1
5392,1
3328,1
2240,1
2912,1
1392,1
1232,1
1952,1
1888,1
2592,1
6800,1
4944,1
