in,out
5552,1
448,1
4560,1
5792,1
5104,1
3360,1
3888,1
7888,1
7072,1
3840,1
5664,1
4080,1
1776,1
7808,1
4576,1
6176,1
2752,1
4624,1
3632,1
5696,1
6688,1
5136,1
5696,1
464,1
4064,1
6464,1
1120,1
4656,1
6160,1
1568,1
4256,1
5792,1
2688,1
736,1
1968,1
5568,1
1696,1
7120,1
8160,1
4848,1
5168,1
7088,1
5584,1
8032,1
3280,1
5184,1
7984,1
1024,1
6928,1
4256,1
1360,1
3952,1
848,1
6368,1
5264,1
6192,1
928,1
1792,1
6912,1
1264,1
3504,1
6256,1
7648,1
6864,1
784,1
1328,1
2800,1
2544,1
5008,1
3632,1
2720,1
4672,1
8160,1
6688,1
272,1
5632,1
5984,1
6240,1
4816,1
4336,1
160,1
1584,1
6416,1
5616,1
2160,1
8080,1
5632,1
1600,1
288,1
3520,1
6528,1
4464,1
7776,1
3312,1
2752,1
5600,1
1184,1
2896,1
3584,1
7744,1
1472,1
7184,1
4816,1
6000,1
1008,1
6864,1
4048,1
6032,1
6032,1
976,1
4784,1
6624,1
6768,1
1616,1
6464,1
7552,1
1056,1
416,1
1104,1
5424,1
3776,1
6368,1
5952,1
3632,1
6672,1
6016,1
3120,1
3952,1
