in,out
272,1
5152,1
5056,1
2592,1
5360,1
4688,1
2416,1
7856,1
4624,1
6480,1
5072,1
976,1
2048,1
6816,1
2976,1
7648,1
5152,1
6400,1
3552,1
7824,1
48,1
1136,1
2960,1
3904,1
5936,1
1968,1
2784,1
4704,1
7376,1
7456,1
6752,1
7952,1
5328,1
7824,1
7040,1
6624,1
5280,1
2368,1
5024,1
2960,1
320,1
6240,1
32,1
4032,1
6560,1
272,1
2400,1
5552,1
5280,1
4528,1
7744,1
1680,1
2672,1
2144,1
160,1
3008,1
3696,1
3600,1
240,1
5328,1
1584,1
5312,1
3168,1
8144,1
3280,1
2048,1
4080,1
5376,1
2720,1
64,1
832,1
2304,1
5712,1
6032,1
4240,1
4352,1
2208,1
7920,1
2752,1
3216,1
4944,1
2976,1
2368,1
3136,1
3424,1
5744,1
5984,1
6544,1
1152,1
2176,1
1488,1
4208,1
6576,1
1024,1
1568,1
8160,1
1440,1
944,1
640,1
7616,1
7952,1
6000,1
7104,1
64,1
6704,1
5584,1
1696,1
7680,1
7408,1
2192,1
240,1
4304,1
3024,1
2384,1
736,1
7904,1
3856,1
6336,1
2864,1
6592,1
6480,1
2416,1
416,1
4848,1
2192,1
7312,1
3472,1
256,1
