in,out
3440,1
6048,1
5616,1
1168,1
5104,1
7088,1
320,1
5440,1
6112,1
7184,1
5840,1
3856,1
7376,1
3216,1
1104,1
3328,1
3936,1
4992,1
7648,1
144,1
4672,1
4624,1
4976,1
6048,1
4784,1
4192,1
2336,1
6464,1
6672,1
1856,1
4608,1
7328,1
3424,1
6848,1
3024,1
4144,1
1840,1
4592,1
3952,1
3152,1
6400,1
7536,1
2880,1
3760,1
4608,1
2528,1
1824,1
3552,1
160,1
7632,1
624,1
5296,1
6160,1
3296,1
7936,1
2736,1
3584,1
4400,1
7520,1
1216,1
1008,1
3632,1
7264,1
7728,1
6320,1
7888,1
7776,1
1248,1
1584,1
3312,1
4320,1
384,1
7488,1
240,1
3840,1
848,1
2016,1
672,1
2912,1
4880,1
3168,1
6896,1
784,1
3680,1
2672,1
7440,1
6576,1
6672,1
128,1
112,1
6352,1
352,1
4944,1
832,1
2896,1
896,1
5312,1
2256,1
7456,1
3040,1
8032,1
736,1
3936,1
1600,1
6400,1
2160,1
5488,1
784,1
3664,1
6096,1
8064,1
1008,1
4976,1
6576,1
7776,1
256,1
1808,1
6400,1
3776,1
5120,1
6080,1
336,1
4752,1
5456,1
5712,1
1888,1
5120,1
5456,1
