in,out
48,1
6400,1
704,1
4048,1
5552,1
1968,1
6848,1
3600,1
4976,1
3568,1
1216,1
1248,1
2912,1
2592,1
2224,1
480,1
2928,1
2480,1
5968,1
5680,1
1264,1
7648,1
816,1
7488,1
2080,1
7584,1
1056,1
1760,1
3952,1
5632,1
3440,1
2704,1
1760,1
2608,1
7040,1
4336,1
2704,1
2256,1
6256,1
4928,1
8096,1
2528,1
1648,1
3264,1
6112,1
6016,1
4544,1
6368,1
5680,1
1488,1
8160,1
2512,1
368,1
5760,1
8160,1
3104,1
2224,1
5840,1
2848,1
4144,1
2640,1
5856,1
5472,1
5008,1
928,1
5344,1
2976,1
5648,1
1184,1
3232,1
1456,1
6240,1
2400,1
7296,1
1824,1
1056,1
3616,1
5392,1
5168,1
7952,1
2000,1
1840,1
8048,1
2992,1
1152,1
8112,1
8016,1
608,1
4032,1
2320,1
4640,1
2480,1
1456,1
2672,1
6608,1
3632,1
1696,1
5792,1
1296,1
5856,1
1136,1
2816,1
3664,1
3264,1
6960,1
6240,1
5808,1
6672,1
4160,1
6944,1
5584,1
6032,1
624,1
3168,1
2672,1
1424,1
8096,1
7344,1
7616,1
3392,1
4560,1
512,1
3024,1
6368,1
256,1
7376,1
2256,1
4144,1
