in,out
7760,1
6784,1
1728,1
2608,1
7072,1
3616,1
5824,1
7392,1
1936,1
6144,1
1888,1
608,1
7232,1
1488,1
1232,1
3616,1
2208,1
1808,1
5312,1
2864,1
7696,1
8032,1
3040,1
5200,1
1888,1
5088,1
6240,1
6016,1
7440,1
800,1
1056,1
5312,1
7584,1
7088,1
7936,1
2160,1
3824,1
7328,1
2656,1
4560,1
176,1
3856,1
3520,1
5008,1
3600,1
2384,1
2672,1
240,1
160,1
3712,1
4048,1
688,1
1376,1
7760,1
7888,1
7680,1
1952,1
4944,1
1104,1
3232,1
6496,1
352,1
5856,1
5376,1
7632,1
5184,1
7104,1
2416,1
6096,1
5152,1
3472,1
5728,1
7584,1
5568,1
4704,1
4480,1
5152,1
4560,1
3984,1
7488,1
3792,1
160,1
2560,1
7520,1
2128,1
3568,1
6560,1
6032,1
8160,1
6688,1
496,1
4240,1
48,1
7136,1
6480,1
6672,1
2704,1
7856,1
1904,1
7664,1
6176,1
4144,1
6112,1
6256,1
1616,1
5904,1
2192,1
6432,1
5616,1
6352,1
4704,1
7824,1
1280,1
3488,1
160,1
2096,1
1184,1
880,1
2304,1
4896,1
6080,1
3584,1
768,1
7024,1
1040,1
2368,1
4272,1
3968,1
