in,out
6560,1
3616,1
768,1
3120,1
3008,1
5296,1
5536,1
1296,1
416,1
3184,1
7968,1
5264,1
2096,1
2720,1
3104,1
2208,1
8096,1
3280,1
5168,1
4624,1
8032,1
6256,1
6496,1
5088,1
2192,1
3456,1
864,1
7648,1
5104,1
3152,1
512,1
6928,1
5840,1
1344,1
512,1
6336,1
7120,1
4160,1
3136,1
4768,1
7008,1
4672,1
784,1
2832,1
3904,1
5600,1
4832,1
4320,1
320,1
4992,1
4336,1
1312,1
3280,1
5280,1
3584,1
1568,1
3584,1
6976,1
2832,1
3008,1
7600,1
5792,1
5072,1
4400,1
5200,1
1504,1
1616,1
5440,1
4880,1
4912,1
6912,1
1648,1
5008,1
7408,1
2160,1
2032,1
5552,1
7264,1
3680,1
2960,1
5680,1
8016,1
4992,1
3840,1
7472,1
5632,1
2416,1
4416,1
2832,1
624,1
6528,1
7184,1
4464,1
7824,1
4224,1
6512,1
6576,1
4080,1
3760,1
5312,1
4400,1
7584,1
1904,1
7712,1
2640,1
1888,1
6128,1
7856,1
3584,1
4512,1
5584,1
1472,1
576,1
7360,1
320,1
7952,1
2560,1
2384,1
7840,1
848,1
1872,1
6464,1
7648,1
6112,1
784,1
5200,1
2320,1
3424,1
