in,out
4224,1
3904,1
2304,1
5136,1
6800,1
2784,1
1760,1
3936,1
992,1
3056,1
544,1
3200,1
2672,1
1824,1
6288,1
7216,1
528,1
2192,1
1456,1
3712,1
1312,1
3408,1
1840,1
1264,1
1584,1
368,1
3456,1
2224,1
7568,1
1712,1
6912,1
2368,1
8096,1
16,1
2752,1
1488,1
4240,1
4320,1
7040,1
6752,1
4592,1
3072,1
1376,1
3872,1
7040,1
8048,1
16,1
352,1
5328,1
1072,1
7856,1
1312,1
3632,1
6576,1
3888,1
5312,1
768,1
4368,1
224,1
5120,1
4848,1
4320,1
7024,1
7168,1
5744,1
3312,1
7456,1
5408,1
7600,1
7472,1
5712,1
6864,1
6432,1
160,1
2592,1
4784,1
3440,1
6240,1
2528,1
5904,1
7376,1
2736,1
928,1
7824,1
2928,1
1312,1
4176,1
6080,1
6048,1
1872,1
6672,1
3328,1
7904,1
384,1
7872,1
928,1
864,1
3824,1
2544,1
6000,1
2448,1
6480,1
1328,1
2496,1
1808,1
5456,1
4208,1
2960,1
7568,1
3152,1
1296,1
3888,1
7488,1
2800,1
5424,1
4592,1
5760,1
6400,1
2192,1
1568,1
1776,1
8000,1
4624,1
3328,1
3376,1
7536,1
5856,1
672,1
