in,out
1312,1
5232,1
7056,1
880,1
4848,1
2368,1
3488,1
6816,1
6768,1
2544,1
800,1
7696,1
7904,1
1872,1
2608,1
3872,1
2448,1
4896,1
2208,1
5856,1
736,1
1568,1
7968,1
5312,1
3648,1
1184,1
480,1
7360,1
7728,1
5472,1
6944,1
288,1
7008,1
1248,1
7008,1
800,1
4688,1
240,1
4992,1
480,1
7328,1
3328,1
5120,1
2816,1
7472,1
4864,1
3456,1
2528,1
3216,1
5968,1
3856,1
5584,1
368,1
2160,1
2400,1
2768,1
4896,1
6352,1
8064,1
6320,1
5584,1
1136,1
6448,1
176,1
3248,1
4944,1
6464,1
8048,1
112,1
976,1
3392,1
1008,1
336,1
7440,1
1536,1
4528,1
6400,1
4576,1
7936,1
5984,1
5824,1
2800,1
6800,1
3072,1
6976,1
992,1
6720,1
1024,1
2080,1
1872,1
5712,1
5168,1
3728,1
2576,1
5776,1
4144,1
7776,1
304,1
6384,1
2736,1
3344,1
4208,1
336,1
6944,1
5184,1
2736,1
2368,1
7088,1
8128,1
5376,1
2208,1
4384,1
7776,1
5776,1
448,1
2448,1
7632,1
7712,1
6336,1
2624,1
7904,1
608,1
1280,1
2720,1
2784,1
6288,1
48,1
2336,1
