in,out
5152,1
6480,1
2816,1
192,1
6576,1
4816,1
3840,1
2880,1
3632,1
1760,1
3840,1
2000,1
3136,1
5840,1
4608,1
6816,1
2464,1
7728,1
1616,1
6496,1
3024,1
2128,1
7840,1
6304,1
7680,1
7600,1
3072,1
1616,1
1984,1
5920,1
7104,1
6224,1
7680,1
96,1
3248,1
4384,1
2176,1
6800,1
112,1
7904,1
4992,1
144,1
5808,1
4096,1
1984,1
3344,1
608,1
7600,1
4560,1
1296,1
5136,1
4016,1
1504,1
2448,1
6800,1
304,1
4048,1
7376,1
2256,1
2544,1
4432,1
5568,1
2464,1
2992,1
496,1
2624,1
4320,1
3008,1
3600,1
7440,1
4544,1
5248,1
160,1
4640,1
3312,1
4272,1
7152,1
4784,1
7088,1
1504,1
4640,1
2128,1
5808,1
4576,1
3200,1
3920,1
7456,1
512,1
6272,1
2992,1
1776,1
4240,1
5328,1
4448,1
1168,1
6736,1
4752,1
6816,1
2544,1
1840,1
1408,1
4592,1
3824,1
7760,1
6016,1
3232,1
5968,1
4768,1
4240,1
7376,1
6864,1
6496,1
1616,1
3632,1
6992,1
5408,1
4496,1
2720,1
2848,1
2992,1
6928,1
2400,1
1856,1
4832,1
3280,1
5088,1
3712,1
1936,1
