in,out
1856,1
6160,1
7568,1
7712,1
7120,1
6320,1
2592,1
4048,1
2240,1
1808,1
6848,1
1552,1
6144,1
3728,1
5776,1
4480,1
5408,1
6512,1
3312,1
5456,1
7200,1
4704,1
2384,1
6544,1
1392,1
7296,1
7824,1
2480,1
2832,1
4832,1
1424,1
5344,1
3664,1
6048,1
2112,1
4384,1
4096,1
3696,1
4784,1
7424,1
7504,1
352,1
2336,1
7120,1
3696,1
3696,1
7600,1
864,1
6256,1
4096,1
6320,1
6128,1
7824,1
4112,1
1856,1
8096,1
896,1
4912,1
4176,1
4928,1
6128,1
4112,1
5136,1
880,1
3664,1
864,1
8160,1
256,1
5776,1
5136,1
3904,1
4608,1
5696,1
1616,1
1488,1
7984,1
3888,1
8016,1
5440,1
3904,1
2224,1
7728,1
4352,1
4720,1
6896,1
592,1
2800,1
4416,1
3008,1
4096,1
3456,1
768,1
2112,1
32,1
1776,1
3552,1
1648,1
2352,1
6288,1
7120,1
1664,1
2192,1
3424,1
6976,1
7552,1
2080,1
7808,1
4144,1
4704,1
5456,1
7152,1
7184,1
6288,1
5808,1
7408,1
3472,1
448,1
2544,1
2896,1
2304,1
6224,1
704,1
6256,1
2208,1
4560,1
7520,1
960,1
6336,1
