in,out
2624,1
2560,1
3120,1
6368,1
6544,1
4352,1
6368,1
656,1
2688,1
7856,1
3888,1
5232,1
1616,1
1984,1
6048,1
512,1
4384,1
832,1
1536,1
5648,1
7488,1
3936,1
4448,1
2736,1
5744,1
2784,1
6832,1
5952,1
4624,1
6624,1
2576,1
7152,1
3392,1
4288,1
4240,1
6640,1
6000,1
6512,1
784,1
6896,1
1600,1
1344,1
7136,1
112,1
4944,1
3888,1
6384,1
4048,1
7568,1
5408,1
6592,1
6848,1
5904,1
7408,1
3120,1
3136,1
6896,1
7120,1
6816,1
544,1
5728,1
7280,1
2704,1
2432,1
4560,1
6896,1
3936,1
5488,1
7152,1
4560,1
6272,1
4832,1
3216,1
3392,1
144,1
2448,1
384,1
1472,1
1008,1
7456,1
5216,1
640,1
1232,1
3488,1
2544,1
2000,1
2016,1
7584,1
7600,1
7104,1
1072,1
5040,1
2992,1
2736,1
6240,1
2752,1
6528,1
1008,1
3616,1
4480,1
7296,1
6864,1
5824,1
4976,1
6016,1
4064,1
960,1
5696,1
5056,1
4768,1
240,1
6512,1
5408,1
4768,1
2256,1
7920,1
704,1
7696,1
7152,1
1680,1
4016,1
80,1
1792,1
2816,1
8064,1
1808,1
4832,1
1696,1
