in,out
944,1
1520,1
4896,1
1744,1
6672,1
7920,1
48,1
2080,1
1008,1
2368,1
5952,1
112,1
7664,1
7536,1
576,1
2992,1
4496,1
7360,1
3696,1
1776,1
2592,1
4384,1
6144,1
832,1
2608,1
7424,1
4736,1
6896,1
2816,1
512,1
1280,1
2896,1
1616,1
7712,1
7600,1
1984,1
2624,1
368,1
2192,1
5968,1
4192,1
3280,1
2080,1
7360,1
3392,1
3136,1
3712,1
5136,1
4624,1
1024,1
1712,1
6704,1
2400,1
2848,1
6896,1
7472,1
7456,1
7072,1
5888,1
5760,1
736,1
5424,1
6112,1
2160,1
8144,1
6144,1
1216,1
672,1
7392,1
6624,1
5184,1
2688,1
3984,1
6240,1
144,1
8160,1
2336,1
3152,1
5392,1
6768,1
7360,1
7520,1
4464,1
6848,1
1216,1
1840,1
2800,1
4672,1
3104,1
1360,1
4656,1
112,1
4752,1
1312,1
384,1
5168,1
5392,1
6512,1
7696,1
6352,1
8144,1
3376,1
3328,1
2928,1
6864,1
6144,1
2624,1
448,1
5280,1
896,1
800,1
7120,1
6464,1
4576,1
3008,1
2512,1
7264,1
4592,1
7808,1
6064,1
368,1
5648,1
4064,1
3104,1
4912,1
4688,1
5712,1
3072,1
