in,out
1856,1
6528,1
8144,1
608,1
4800,1
3280,1
5472,1
4752,1
112,1
8032,1
7584,1
3248,1
3344,1
3408,1
208,1
7712,1
5392,1
5264,1
4384,1
976,1
2928,1
5296,1
3232,1
3872,1
6576,1
1904,1
6576,1
6720,1
8080,1
3504,1
6368,1
320,1
944,1
1040,1
6736,1
1712,1
6464,1
3888,1
5632,1
7024,1
224,1
3792,1
4272,1
7104,1
1024,1
2256,1
2080,1
6160,1
4864,1
3840,1
5088,1
3968,1
16,1
8080,1
5776,1
5072,1
2720,1
4112,1
5760,1
2752,1
3952,1
704,1
6944,1
2720,1
304,1
7216,1
1392,1
4464,1
2720,1
2544,1
8144,1
6032,1
4464,1
6544,1
3856,1
3760,1
5568,1
3456,1
8096,1
1648,1
4000,1
112,1
3728,1
2704,1
7904,1
3392,1
4416,1
5936,1
3952,1
4368,1
672,1
5392,1
1456,1
1792,1
7936,1
5136,1
7792,1
448,1
4128,1
5280,1
6608,1
1056,1
5200,1
5728,1
1984,1
2032,1
4320,1
4944,1
2048,1
112,1
2512,1
2848,1
768,1
6256,1
3120,1
7392,1
1424,1
5248,1
2624,1
7504,1
6080,1
6512,1
224,1
7072,1
4464,1
5136,1
7280,1
32,1
