in,out
7152,1
7200,1
3024,1
2304,1
7552,1
7744,1
7712,1
5360,1
2512,1
6192,1
1008,1
7328,1
5008,1
224,1
928,1
2304,1
7456,1
1760,1
4704,1
5440,1
1184,1
4928,1
5168,1
7888,1
4240,1
3104,1
4784,1
2720,1
4736,1
1744,1
3504,1
3552,1
4944,1
4432,1
2672,1
6176,1
3616,1
8000,1
4192,1
4368,1
5584,1
2928,1
3856,1
1024,1
4336,1
1008,1
7712,1
3520,1
1056,1
4192,1
4368,1
1872,1
3440,1
656,1
7056,1
5872,1
992,1
2656,1
3728,1
2672,1
4640,1
5104,1
2272,1
7456,1
1456,1
4992,1
6336,1
3744,1
688,1
2448,1
32,1
8032,1
6240,1
7520,1
6320,1
2496,1
6400,1
6608,1
7056,1
1312,1
5648,1
4128,1
2448,1
720,1
4176,1
6384,1
2448,1
7264,1
912,1
7584,1
112,1
1456,1
7424,1
6848,1
6496,1
1584,1
4480,1
7360,1
400,1
2512,1
3584,1
4000,1
3376,1
3728,1
5648,1
880,1
7984,1
3968,1
2144,1
1056,1
1776,1
4224,1
6800,1
6080,1
3376,1
4656,1
5088,1
784,1
3904,1
4368,1
2864,1
6304,1
4624,1
896,1
3216,1
5712,1
6064,1
4768,1
