in,out
6176,1
4768,1
1488,1
5600,1
2960,1
6976,1
3920,1
3888,1
1472,1
992,1
720,1
1440,1
2880,1
2736,1
7104,1
7472,1
6320,1
2080,1
1056,1
4976,1
3792,1
2400,1
1488,1
5040,1
1712,1
48,1
2752,1
5152,1
1360,1
7680,1
3984,1
4464,1
6192,1
4784,1
5824,1
448,1
1904,1
7728,1
1440,1
6336,1
2128,1
5632,1
5872,1
1120,1
864,1
5376,1
3680,1
6624,1
2480,1
3344,1
6976,1
784,1
192,1
1520,1
2448,1
2800,1
1328,1
3072,1
3200,1
7696,1
352,1
2256,1
432,1
7216,1
6288,1
3744,1
3856,1
8160,1
1072,1
6992,1
5840,1
128,1
6240,1
7728,1
6880,1
1088,1
1456,1
4544,1
176,1
1712,1
4064,1
3488,1
7872,1
2736,1
7936,1
2304,1
5888,1
976,1
784,1
352,1
5216,1
6960,1
1296,1
7680,1
5328,1
5616,1
1280,1
6496,1
2832,1
16,1
7712,1
7472,1
3168,1
3200,1
3488,1
864,1
6928,1
3296,1
3056,1
816,1
6112,1
4496,1
1744,1
4960,1
3856,1
272,1
528,1
6272,1
4912,1
7952,1
6352,1
2240,1
2128,1
7424,1
2256,1
4240,1
1056,1
3616,1
