in,out
784,1
6368,1
2608,1
5776,1
6704,1
4768,1
5408,1
2880,1
5600,1
4304,1
5488,1
4848,1
528,1
992,1
4352,1
8064,1
1264,1
2288,1
4624,1
4240,1
5200,1
2176,1
576,1
1568,1
2448,1
1232,1
5152,1
736,1
6064,1
3488,1
1360,1
2640,1
4352,1
1344,1
8144,1
7632,1
2640,1
5264,1
1376,1
5072,1
5888,1
5648,1
5952,1
4080,1
4048,1
5632,1
8096,1
976,1
5968,1
6736,1
2464,1
2208,1
2464,1
7312,1
5936,1
7072,1
7024,1
5120,1
4976,1
4672,1
32,1
7680,1
3904,1
752,1
6528,1
8096,1
5824,1
2144,1
5632,1
7024,1
2336,1
416,1
3680,1
7360,1
6736,1
3280,1
5392,1
1632,1
992,1
480,1
7152,1
3280,1
1376,1
5856,1
6352,1
7712,1
6304,1
3424,1
3376,1
1824,1
6272,1
1936,1
736,1
2144,1
7456,1
176,1
3296,1
6752,1
2976,1
7488,1
1536,1
2224,1
1536,1
2896,1
2768,1
1888,1
8160,1
4720,1
4576,1
3328,1
5280,1
3520,1
656,1
640,1
832,1
3728,1
6496,1
4960,1
6720,1
8048,1
5280,1
1088,1
7456,1
4352,1
3376,1
7984,1
4960,1
656,1
