in,out
7056,1
496,1
2704,1
5744,1
1280,1
6336,1
2288,1
656,1
3008,1
2128,1
1504,1
3504,1
2400,1
5376,1
432,1
288,1
3008,1
4656,1
4752,1
5328,1
4432,1
7456,1
4960,1
304,1
6544,1
1360,1
5408,1
5520,1
6896,1
3312,1
1152,1
640,1
2352,1
4480,1
1936,1
7984,1
4448,1
6864,1
512,1
3616,1
7552,1
5968,1
5952,1
8048,1
5952,1
4768,1
2320,1
896,1
4064,1
2816,1
3600,1
480,1
4832,1
3024,1
1952,1
6784,1
7392,1
5120,1
6160,1
2160,1
1776,1
2800,1
6240,1
5152,1
2880,1
3888,1
3456,1
6736,1
1200,1
352,1
2480,1
4880,1
5728,1
7568,1
4688,1
7808,1
6736,1
3760,1
208,1
4944,1
1216,1
3520,1
4048,1
5232,1
5504,1
1328,1
4304,1
5664,1
4592,1
288,1
4720,1
6464,1
6416,1
6368,1
7072,1
4880,1
880,1
48,1
4656,1
1024,1
1024,1
4896,1
7104,1
6224,1
4592,1
5840,1
3664,1
3696,1
4656,1
4576,1
1520,1
7616,1
4144,1
32,1
448,1
2304,1
80,1
4864,1
2416,1
4096,1
7200,1
4512,1
1824,1
1744,1
352,1
6096,1
6128,1
2784,1
