in,out
2624,1
2448,1
2416,1
4832,1
5376,1
6672,1
1232,1
7504,1
6576,1
384,1
7760,1
4224,1
7856,1
1280,1
7536,1
864,1
4320,1
6096,1
672,1
4688,1
6720,1
7440,1
4256,1
3568,1
4784,1
2784,1
5072,1
7072,1
1056,1
5168,1
5088,1
2800,1
4864,1
1488,1
6960,1
5856,1
6688,1
4768,1
6752,1
4224,1
5680,1
4640,1
5472,1
7152,1
6048,1
5024,1
5040,1
4576,1
6544,1
2448,1
6544,1
2240,1
1744,1
6016,1
3696,1
5600,1
4544,1
1904,1
2096,1
352,1
4368,1
8096,1
2720,1
2768,1
7328,1
528,1
7664,1
1312,1
4048,1
7472,1
4336,1
3408,1
4800,1
6016,1
6528,1
112,1
7920,1
3840,1
1168,1
2160,1
8112,1
2512,1
4640,1
2848,1
880,1
3888,1
7920,1
6432,1
7328,1
4816,1
6432,1
2544,1
6336,1
6000,1
3552,1
2624,1
3712,1
1952,1
5872,1
2128,1
4464,1
608,1
2672,1
1344,1
3616,1
3792,1
1200,1
6912,1
2368,1
4896,1
5232,1
4848,1
5904,1
1504,1
7712,1
2096,1
4080,1
8048,1
8000,1
5440,1
8128,1
2608,1
4096,1
7760,1
4592,1
3760,1
5536,1
2912,1
