in,out
3376,1
4544,1
7472,1
6384,1
4256,1
6240,1
6848,1
2560,1
8160,1
4272,1
5312,1
3200,1
816,1
2128,1
2656,1
3552,1
7200,1
6544,1
7232,1
560,1
6288,1
1184,1
544,1
4704,1
4864,1
4688,1
6976,1
7840,1
16,1
5008,1
6400,1
4016,1
5504,1
7200,1
6560,1
2144,1
1152,1
4592,1
6576,1
8096,1
4160,1
880,1
3440,1
2880,1
7456,1
5968,1
3088,1
5920,1
224,1
1120,1
6960,1
6464,1
1120,1
2320,1
1456,1
2928,1
2576,1
160,1
2976,1
2896,1
7344,1
7024,1
288,1
240,1
4928,1
80,1
4976,1
8160,1
7984,1
6624,1
8016,1
4048,1
3312,1
1456,1
7920,1
4624,1
2848,1
6368,1
3328,1
3664,1
3984,1
5696,1
5024,1
7680,1
8128,1
1968,1
5936,1
5056,1
4880,1
2224,1
5568,1
368,1
1120,1
6368,1
3152,1
1216,1
1840,1
4288,1
1520,1
912,1
4416,1
4944,1
7744,1
6304,1
5856,1
208,1
8048,1
1424,1
5904,1
1136,1
1168,1
3968,1
32,1
2560,1
4544,1
7776,1
5088,1
2208,1
7696,1
2912,1
3312,1
5664,1
5552,1
1840,1
1712,1
8032,1
288,1
4624,1
