in,out
2672,1
272,1
2000,1
4672,1
6752,1
4288,1
4688,1
4288,1
2736,1
5488,1
4928,1
1200,1
5616,1
7280,1
4960,1
7856,1
8112,1
4368,1
1312,1
7008,1
3344,1
4432,1
7648,1
2672,1
1696,1
7072,1
736,1
3472,1
6720,1
7744,1
1408,1
6096,1
3392,1
336,1
16,1
3408,1
7136,1
5920,1
816,1
5840,1
6496,1
3152,1
1280,1
6640,1
752,1
7984,1
5248,1
4448,1
5712,1
5504,1
7088,1
3808,1
7104,1
5024,1
6048,1
5568,1
7952,1
1104,1
4576,1
880,1
4064,1
2320,1
7888,1
6480,1
3584,1
160,1
1248,1
2688,1
3216,1
3856,1
2528,1
2800,1
5952,1
4496,1
3360,1
5936,1
2432,1
6176,1
6896,1
2928,1
5632,1
5680,1
5104,1
2448,1
2400,1
3968,1
336,1
8144,1
2624,1
2608,1
3280,1
3840,1
4736,1
3904,1
3248,1
5968,1
5360,1
4448,1
7808,1
6464,1
6208,1
7248,1
4784,1
3744,1
5952,1
7120,1
5744,1
6128,1
1136,1
8000,1
7360,1
2688,1
208,1
5984,1
6880,1
5696,1
3392,1
5472,1
4048,1
6800,1
7472,1
6336,1
3568,1
2848,1
2304,1
1488,1
560,1
2336,1
