in,out
2656,1
5472,1
3648,1
7120,1
2992,1
2048,1
1712,1
3072,1
2784,1
2208,1
7664,1
3648,1
3632,1
5616,1
5536,1
976,1
7280,1
1984,1
352,1
8128,1
5376,1
1968,1
3728,1
5456,1
6576,1
6048,1
3328,1
7040,1
4272,1
1008,1
3024,1
6608,1
7520,1
7296,1
2304,1
4512,1
6432,1
1488,1
5408,1
3008,1
3616,1
6160,1
5728,1
656,1
2704,1
1248,1
6816,1
4544,1
5136,1
4288,1
5408,1
1584,1
2640,1
5424,1
1856,1
4336,1
1088,1
416,1
2448,1
432,1
3600,1
1872,1
1072,1
1136,1
2128,1
1408,1
4080,1
1984,1
5328,1
1648,1
1632,1
2144,1
4384,1
240,1
192,1
5776,1
400,1
448,1
3568,1
2608,1
1936,1
3312,1
5856,1
2272,1
6352,1
6912,1
1808,1
5088,1
240,1
800,1
6080,1
7392,1
4896,1
1104,1
7120,1
2448,1
4256,1
6544,1
1760,1
5120,1
6272,1
2064,1
1728,1
336,1
8160,1
1552,1
5264,1
7696,1
2848,1
1504,1
1760,1
5888,1
672,1
4192,1
5296,1
5024,1
2320,1
2736,1
3200,1
4704,1
3840,1
2080,1
3024,1
6304,1
7872,1
192,1
1648,1
2768,1
