in,out
3408,1
1360,1
6752,1
544,1
5168,1
3952,1
880,1
2944,1
2048,1
6448,1
6288,1
496,1
3376,1
6224,1
3600,1
7088,1
4528,1
6144,1
5344,1
5024,1
4640,1
7040,1
7216,1
7168,1
4272,1
5808,1
3296,1
5504,1
4176,1
7856,1
2432,1
6512,1
1872,1
2272,1
6928,1
5968,1
6464,1
6560,1
3408,1
5184,1
2480,1
6016,1
3936,1
1600,1
3216,1
4816,1
6000,1
6960,1
6096,1
7072,1
6688,1
640,1
6432,1
368,1
1744,1
6192,1
5984,1
7552,1
4976,1
4288,1
48,1
608,1
3344,1
384,1
6944,1
6672,1
2672,1
4960,1
896,1
6208,1
560,1
7040,1
176,1
3472,1
1696,1
3216,1
1376,1
3984,1
4032,1
4544,1
2432,1
1872,1
720,1
6288,1
5840,1
4144,1
4800,1
5536,1
1936,1
2032,1
2368,1
7296,1
2288,1
1104,1
1056,1
160,1
7584,1
5872,1
864,1
6896,1
4304,1
4304,1
8112,1
5792,1
5216,1
7568,1
3456,1
112,1
1248,1
3056,1
5040,1
4848,1
4240,1
6640,1
7744,1
2704,1
6672,1
5744,1
1776,1
5472,1
4528,1
48,1
3840,1
4128,1
3536,1
3648,1
6368,1
5488,1
