in,out
7872,1
3744,1
6944,1
1616,1
816,1
5632,1
880,1
6688,1
2832,1
512,1
5296,1
3888,1
3504,1
6096,1
7488,1
256,1
5328,1
3888,1
384,1
4416,1
7344,1
800,1
7216,1
1408,1
1504,1
3312,1
3360,1
5408,1
2080,1
6304,1
6768,1
4112,1
608,1
7440,1
3440,1
1456,1
320,1
2384,1
6480,1
6128,1
7344,1
6672,1
3968,1
2144,1
7504,1
3536,1
1392,1
3280,1
7248,1
6480,1
464,1
1744,1
32,1
1824,1
3168,1
64,1
1968,1
2016,1
7072,1
7472,1
1136,1
5808,1
3200,1
3504,1
432,1
224,1
224,1
5248,1
7152,1
912,1
3936,1
4560,1
4528,1
1456,1
3840,1
208,1
6096,1
3936,1
2240,1
6224,1
6880,1
6736,1
7984,1
4240,1
7776,1
3776,1
752,1
880,1
1024,1
7744,1
224,1
256,1
4144,1
6928,1
2832,1
2064,1
5456,1
2736,1
7792,1
3392,1
1664,1
3616,1
5952,1
4400,1
4224,1
2112,1
1152,1
3648,1
3376,1
6432,1
4288,1
6224,1
1904,1
1504,1
2800,1
1792,1
576,1
464,1
2496,1
7520,1
480,1
6304,1
6704,1
3680,1
6912,1
6256,1
3472,1
5344,1
