in,out
608,1
5680,1
3728,1
5504,1
7488,1
4880,1
7184,1
496,1
1248,1
1472,1
2896,1
7552,1
3488,1
3008,1
5376,1
6256,1
1504,1
3376,1
5776,1
6624,1
5120,1
3568,1
6720,1
2496,1
3504,1
6032,1
32,1
2640,1
5664,1
5584,1
4800,1
7584,1
1728,1
2096,1
352,1
2144,1
2496,1
4576,1
7024,1
480,1
7568,1
3904,1
7440,1
3824,1
7456,1
5680,1
6576,1
2416,1
1088,1
5440,1
4800,1
1600,1
3632,1
4336,1
7424,1
2368,1
240,1
6848,1
7200,1
2688,1
5184,1
2672,1
7408,1
4832,1
1184,1
7168,1
336,1
5968,1
4336,1
6992,1
7840,1
7456,1
7760,1
3952,1
1264,1
592,1
6048,1
4224,1
5936,1
3280,1
1264,1
1328,1
1696,1
8064,1
3856,1
4592,1
7280,1
32,1
1984,1
7856,1
1984,1
5360,1
96,1
6624,1
7600,1
2704,1
5216,1
7056,1
1088,1
1616,1
2368,1
7184,1
7456,1
7120,1
6096,1
4944,1
6176,1
2544,1
5888,1
4528,1
3040,1
272,1
1296,1
8128,1
1488,1
736,1
576,1
1360,1
6880,1
1600,1
544,1
5408,1
6128,1
5424,1
1808,1
5280,1
352,1
8112,1
