in,out
4448,1
3088,1
5568,1
5680,1
2688,1
640,1
1760,1
1696,1
1008,1
6096,1
7376,1
4528,1
5968,1
7264,1
5712,1
480,1
3040,1
7360,1
3392,1
832,1
3712,1
1408,1
1168,1
7584,1
1888,1
7168,1
6848,1
8016,1
6368,1
5520,1
4128,1
944,1
224,1
4064,1
4992,1
6160,1
6240,1
7696,1
7216,1
4400,1
7600,1
2336,1
3584,1
560,1
2064,1
1872,1
3872,1
5552,1
3888,1
6272,1
7520,1
5376,1
1808,1
32,1
4688,1
2160,1
1392,1
4784,1
1760,1
2880,1
976,1
6816,1
2128,1
448,1
4160,1
6784,1
5904,1
5424,1
336,1
4448,1
5536,1
5376,1
3072,1
1632,1
8112,1
1104,1
2640,1
224,1
2016,1
4864,1
2352,1
3472,1
1920,1
5760,1
704,1
2048,1
7152,1
6544,1
4288,1
7584,1
1616,1
6176,1
480,1
1888,1
1184,1
7168,1
4592,1
4112,1
5840,1
1312,1
3968,1
6416,1
6720,1
6816,1
176,1
640,1
4224,1
6768,1
4880,1
2368,1
7600,1
1904,1
5616,1
7040,1
2480,1
2736,1
1872,1
736,1
5392,1
5280,1
7600,1
304,1
1136,1
256,1
2352,1
7744,1
6240,1
736,1
