in,out
2240,1
2064,1
4592,1
5456,1
3072,1
1328,1
864,1
5568,1
7744,1
5056,1
2992,1
2992,1
4304,1
3024,1
7712,1
3888,1
6448,1
3776,1
7088,1
1840,1
48,1
3328,1
2560,1
4288,1
6752,1
6144,1
4256,1
3920,1
2272,1
7744,1
6400,1
2800,1
7856,1
2976,1
2704,1
2432,1
816,1
4896,1
800,1
7696,1
6768,1
5872,1
3360,1
1920,1
6752,1
4128,1
96,1
7216,1
7488,1
4032,1
2064,1
5824,1
1472,1
6704,1
4224,1
7424,1
2192,1
5568,1
4464,1
2240,1
8080,1
5840,1
7232,1
3072,1
4288,1
4752,1
3712,1
5984,1
7808,1
5952,1
80,1
1456,1
2608,1
6384,1
2160,1
4736,1
6144,1
6816,1
1680,1
5008,1
2816,1
5696,1
2400,1
7520,1
2112,1
4992,1
4192,1
48,1
1952,1
1936,1
16,1
1088,1
1808,1
6272,1
2016,1
4784,1
6384,1
2816,1
7328,1
3152,1
5808,1
1808,1
816,1
2288,1
7360,1
2496,1
6960,1
720,1
6880,1
128,1
688,1
6496,1
752,1
2784,1
8048,1
7472,1
3456,1
5632,1
1472,1
2064,1
5376,1
7152,1
6832,1
5712,1
5328,1
7312,1
176,1
1088,1
